engine,query_id,original_query,normalized_query,expanded_query,rank,bm25_score,document_id,document_name,page_number,location,section_title,chunk_id,chunk_text,source_type,relevance_label,failure_type,review_note
rank_bm25,Q002,진정간호 절차는?,진정간호 절차는?,진정간호 절차는?,6,1.800189733505249,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,5,,,eval-741858d2e9162acf8d38-chunk-00029,"[진정기록지]
[간호기록]
예시 ① 예시 ②",pdf,unreviewed,,
rank_bm25,Q002,진정간호 절차는?,진정간호 절차는?,진정간호 절차는?,7,1.791450023651123,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00019,"4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후  
   환자 상태를 평가하고 모니터링하여 기록한다.
* 진정 평가 기록지(동의서 및 기타 출력서식 출력 → 작성 후 OCR 반납)
* 진정 중 서면 기록지 출력 방법",pdf,unreviewed,,
rank_bm25,Q002,진정간호 절차는?,진정간호 절차는?,진정간호 절차는?,8,1.6103060245513916,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00020,"* 진정 중 서면 기록지 출력 방법
(출력물을 지참하여 검사실에서 수기로 작성 후 EMR 진정 기록지에 입력한다.)
진정 기록지 작성 방법 [성인]
① 진정 치료 전 
 활력징후와 산소포화도를 평가하고 모니터링하여 기록한다.
② 진정 약물 투여",pdf,unreviewed,,
rank_bm25,Q002,진정간호 절차는?,진정간호 절차는?,진정간호 절차는?,9,1.5523079633712769,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00021,"② 진정 약물 투여
 처방 받은 약물을 투약하고 약품명, 용량, 용법을 기록하고 서명한다.
③ 진정 치료 중 
 15분 간격으로 활력징후, 산소포화도, 의식상태(MOAA/S scale)를 평가하고 모니터링하여 
  기록한다.
④ 진정 치료 후",pdf,unreviewed,,
rank_bm25,Q002,진정간호 절차는?,진정간호 절차는?,진정간호 절차는?,10,1.5328470468521118,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,5,,,eval-741858d2e9162acf8d38-chunk-00028,"간호실무지침
퇴실 시 교육
Ÿ 주의해야 할 주요증상 및 징후
Ÿ 발생할 수 있는 합병증
Ÿ 식사, 약물복용, 일상 활동 등
Ÿ 응급상황 발생 시 일차적인 처치 방법 및 연락처
진정 기록 [진정 중]
[진정기록지]",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,1,3.1510519981384277,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,4,,,eval-741858d2e9162acf8d38-chunk-00026,"기록한다.
⑤ 회복실이 없는 검사실에서 검사를 진행한 입원환자는 입원실로 이동하여 모니터링을 한다.
공통사항
Ÿ 진정 치료 진행 시 Patient Monitor를 연결하지 못하는 경우 Oxymetry를 통해 맥박과 산소 
포화도를 확인하여 기록한다. 검사 중으로 호흡수 측정하지 못할 경우 ‘검사 중’으로 기록 한다.",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,2,2.891798734664917,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,6. 진정 절차,eval-741858d2e9162acf8d38-chunk-00013,"6. 진정 절차
1) 진정 QSED 처방을 확인한다.",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,3,2.7725636959075928,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00016,3) 계획한 진정 치료에 대해 설명하고 진정 동의서를 받는다.,pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,4,2.722581148147583,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00015,"2) 진정 치료를 수행하는 의사는 진정 치료 전
진정 전 환자 평가서를 이용하여 환자 상태를 평가하고 모니터링하여 적합한 진정 치료를 계획한다.
* 의사가 작성한 진정 전 환자평가서 확인 방법",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,5,2.7137861251831055,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,"2. 규정, 지침",eval-741858d2e9162acf8d38-chunk-00004,"2. 규정, 지침
• 인증 규정 – 5장. 수술/마취/진정 – 04-10. 성인 진정 치료 규정
• 인증 규정 – 5장. 수술/마취/진정 – 04-10. 소아 진정 치료 규정",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,6,2.6434247493743896,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00019,"4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후  
   환자 상태를 평가하고 모니터링하여 기록한다.
* 진정 평가 기록지(동의서 및 기타 출력서식 출력 → 작성 후 OCR 반납)
* 진정 중 서면 기록지 출력 방법",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,7,2.637977361679077,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00020,"* 진정 중 서면 기록지 출력 방법
(출력물을 지참하여 검사실에서 수기로 작성 후 EMR 진정 기록지에 입력한다.)
진정 기록지 작성 방법 [성인]
① 진정 치료 전 
 활력징후와 산소포화도를 평가하고 모니터링하여 기록한다.
② 진정 약물 투여",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,8,2.6263818740844727,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,6,,,eval-741858d2e9162acf8d38-chunk-00034,"간호실무지침
진정 기록 [진정 후]
[진정기록지]
[간호기록]
예시 ① 예시 ②",pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,9,2.6199803352355957,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,5. 진정 대상 의약품 목록,eval-741858d2e9162acf8d38-chunk-00008,5. 진정 대상 의약품 목록,pdf,unreviewed,,
rank_bm25,Q003,진정 전 준비사항은?,진정 전 준비사항은?,진정 전 준비사항은?,10,2.577772855758667,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00017,성인 | 소아,pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,1,10.92325496673584,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,1. 목적,eval-741858d2e9162acf8d38-chunk-00003,"1. 목적
저혈압, 호흡 기능 억제 등 진정 치료 부작용의 발생을 예방하기 위해 적격한 자가 진정 전 환자의
상태를 평가하고 안전하게 진정 치료를 수행하기 위함이다.",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,2,3.430741786956787,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,6,,,eval-741858d2e9162acf8d38-chunk-00034,"간호실무지침
진정 기록 [진정 후]
[진정기록지]
[간호기록]
예시 ① 예시 ②",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,3,3.1131625175476074,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00019,"4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후  
   환자 상태를 평가하고 모니터링하여 기록한다.
* 진정 평가 기록지(동의서 및 기타 출력서식 출력 → 작성 후 OCR 반납)
* 진정 중 서면 기록지 출력 방법",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,4,2.9292948246002197,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00020,"* 진정 중 서면 기록지 출력 방법
(출력물을 지참하여 검사실에서 수기로 작성 후 EMR 진정 기록지에 입력한다.)
진정 기록지 작성 방법 [성인]
① 진정 치료 전 
 활력징후와 산소포화도를 평가하고 모니터링하여 기록한다.
② 진정 약물 투여",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,5,2.891798734664917,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,6. 진정 절차,eval-741858d2e9162acf8d38-chunk-00013,"6. 진정 절차
1) 진정 QSED 처방을 확인한다.",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,6,2.7941439151763916,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,3,,4) 진정 치료를 수행하는 의료인은 ‘진정 평가 기록지’ 또는 ‘간호기록’ 등을 통해 진정 전‧중‧후,eval-741858d2e9162acf8d38-chunk-00021,"② 진정 약물 투여
 처방 받은 약물을 투약하고 약품명, 용량, 용법을 기록하고 서명한다.
③ 진정 치료 중 
 15분 간격으로 활력징후, 산소포화도, 의식상태(MOAA/S scale)를 평가하고 모니터링하여 
  기록한다.
④ 진정 치료 후",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,7,2.7725636959075928,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00016,3) 계획한 진정 치료에 대해 설명하고 진정 동의서를 받는다.,pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,8,2.722581148147583,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00015,"2) 진정 치료를 수행하는 의사는 진정 치료 전
진정 전 환자 평가서를 이용하여 환자 상태를 평가하고 모니터링하여 적합한 진정 치료를 계획한다.
* 의사가 작성한 진정 전 환자평가서 확인 방법",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,9,2.7137861251831055,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,"2. 규정, 지침",eval-741858d2e9162acf8d38-chunk-00004,"2. 규정, 지침
• 인증 규정 – 5장. 수술/마취/진정 – 04-10. 성인 진정 치료 규정
• 인증 규정 – 5장. 수술/마취/진정 – 04-10. 소아 진정 치료 규정",pdf,unreviewed,,
rank_bm25,Q004,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,진정 간호의 목적은 무엇인가요?,10,2.691185712814331,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,4,,,eval-741858d2e9162acf8d38-chunk-00023,"간호실무지침
진정 기록지 작성 방법 [소아]
① 진정 치료 전 
 활력징후와 산소포화도를 평가하고 모니터링하여 기록한다.
② 진정 약물 투여
 처방 받은 약물을 투약하고 약품명, 용량, 용법을 기록하고 서명한다.
③ 진정 치료 중",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,1,15.335750579833984,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,15. 진정간호,eval-741858d2e9162acf8d38-chunk-00002,15. 진정간호,pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,2,4.41492223739624,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,5,,,eval-741858d2e9162acf8d38-chunk-00028,"간호실무지침
퇴실 시 교육
Ÿ 주의해야 할 주요증상 및 징후
Ÿ 발생할 수 있는 합병증
Ÿ 식사, 약물복용, 일상 활동 등
Ÿ 응급상황 발생 시 일차적인 처치 방법 및 연락처
진정 기록 [진정 중]
[진정기록지]",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,3,3.3135712146759033,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00015,"2) 진정 치료를 수행하는 의사는 진정 치료 전
진정 전 환자 평가서를 이용하여 환자 상태를 평가하고 모니터링하여 적합한 진정 치료를 계획한다.
* 의사가 작성한 진정 전 환자평가서 확인 방법",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,4,3.201545000076294,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00017,성인 | 소아,pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,5,2.932959794998169,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,2,,2) 진정 치료를 수행하는 의사는 진정 치료 전,eval-741858d2e9162acf8d38-chunk-00016,3) 계획한 진정 치료에 대해 설명하고 진정 동의서를 받는다.,pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,6,2.6699442863464355,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,4,,,eval-741858d2e9162acf8d38-chunk-00026,"기록한다.
⑤ 회복실이 없는 검사실에서 검사를 진행한 입원환자는 입원실로 이동하여 모니터링을 한다.
공통사항
Ÿ 진정 치료 진행 시 Patient Monitor를 연결하지 못하는 경우 Oxymetry를 통해 맥박과 산소 
포화도를 확인하여 기록한다. 검사 중으로 호흡수 측정하지 못할 경우 ‘검사 중’으로 기록 한다.",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,7,2.1917548179626465,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,6,,,eval-741858d2e9162acf8d38-chunk-00034,"간호실무지침
진정 기록 [진정 후]
[진정기록지]
[간호기록]
예시 ① 예시 ②",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,8,1.9099992513656616,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,3. 대상,eval-741858d2e9162acf8d38-chunk-00005,"3. 대상
1) 성인 : 입원하여 시행함을 원칙으로 한다. 단, 의사의 판단 하에 필요시 외래에서 시행할 수 있다.
2) 소아 : 만 12세 이하의 소아, 외래에서 시행 시 외래 소아진정 process를 따른다.",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,9,1.9099992513656616,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,4,,,eval-741858d2e9162acf8d38-chunk-00024,"③ 진정 치료 중 
 10분 간격으로 호흡수, 맥박, 산소포화도, 의식상태(MOAA/S scale)를 평가하고 모니터링하여 
  기록한다.
 - 필요시 해당과 의사의 판단 하에 5분 간격으로 평가, 기록한다.",pdf,unreviewed,,
rank_bm25,Q005,진정간호 주의사항은?,진정간호 주의사항은?,진정간호 주의사항은?,10,1.8134844303131104,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,4,,,eval-741858d2e9162acf8d38-chunk-00025,"- 혈압은 진정 치료 중, 후 필요시(산소포화도 95% 미만, 정상 심박수 범위를 벗어날 때)
    해당과 의사의 판단 하에 5분 간격으로 평가하고 기록한다.
④ 진정 치료 후
 회복 시까지 호흡수, 맥박, 산소포화도와 회복상태를 10분 간격으로 평가하고 모니터링하여     
 기록한다.",pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,1,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,,eval-741858d2e9162acf8d38-chunk-00001,간호실무지침,pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,2,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,15. 진정간호,eval-741858d2e9162acf8d38-chunk-00002,15. 진정간호,pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,3,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,1. 목적,eval-741858d2e9162acf8d38-chunk-00003,"1. 목적
저혈압, 호흡 기능 억제 등 진정 치료 부작용의 발생을 예방하기 위해 적격한 자가 진정 전 환자의
상태를 평가하고 안전하게 진정 치료를 수행하기 위함이다.",pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,4,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,"2. 규정, 지침",eval-741858d2e9162acf8d38-chunk-00004,"2. 규정, 지침
• 인증 규정 – 5장. 수술/마취/진정 – 04-10. 성인 진정 치료 규정
• 인증 규정 – 5장. 수술/마취/진정 – 04-10. 소아 진정 치료 규정",pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,5,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,3. 대상,eval-741858d2e9162acf8d38-chunk-00005,"3. 대상
1) 성인 : 입원하여 시행함을 원칙으로 한다. 단, 의사의 판단 하에 필요시 외래에서 시행할 수 있다.
2) 소아 : 만 12세 이하의 소아, 외래에서 시행 시 외래 소아진정 process를 따른다.",pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,6,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,4. 범위,eval-741858d2e9162acf8d38-chunk-00006,"4. 범위
• 적용 : 의식 수준의 저하가 동반되는 중등도 또는 깊은 진정 하에 시행되는 검사
(수면내시경, 뇌파검사, MRI, CT, Echocardiogram 등) 및 시술
• 적용되지 않는 경우 : ICU, OR, RR에서의 진정치료와 같이 지속적으로 심혈관계 및 호흡기계",pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,7,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,4. 범위,eval-741858d2e9162acf8d38-chunk-00007,"감시가 가능한 경우, 의사의 판단 하에 응급치료가 필요한 경우",pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,8,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,5. 진정 대상 의약품 목록,eval-741858d2e9162acf8d38-chunk-00008,5. 진정 대상 의약품 목록,pdf,unreviewed,,
rank_bm25,Q006,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,화성 우주선의 궤도 계산 공식은?,9,0.0,eval-741858d2e9162acf8d38,실무지침서_진정간호.pdf,1,,5. 진정 대상 의약품 목록,eval-741858d2e9162acf8d38-chunk-00009,성인 | 소아,pdf,unreviewed,,
