config,group,case_count,hit_at_1,hit_at_3,hit_at_5,hit_at_10,mrr,recall_at_1,recall_at_3,recall_at_5,recall_at_10,precision_at_1,precision_at_3,precision_at_5,precision_at_10,ragas_id_context_precision,ragas_id_context_recall,mean_latency_ms,p95_latency_ms
bm25_current,question_type:monitoring,2,0.5,0.5,1.0,1.0,0.6,0.5,0.5,1.0,1.0,0.5,0.16666666666666666,0.2,0.1,0.1,1.0,1.0808999995788326,1.3279499997224775
bm25_current,question_type:negative_out_of_scope,0,,,,,,,,,,,,,,,,0.850390909115297,1.7464499997004168
bm25_current,question_type:paraphrase,6,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.3277777777777778,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.16666666666666666,0.1111111111111111,0.10000000000000002,0.08333333333333333,0.08333333333333333,0.8333333333333334,1.0790166666083678,1.2113999998746294
bm25_current,question_type:preparation,10,0.3,0.6,0.7,1.0,0.4926190476190476,0.3,0.55,0.7,0.95,0.3,0.2,0.16,0.11000000000000001,0.11000000000000001,0.95,1.1207500002456072,1.41262000001916
bm25_current,question_type:procedure,6,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.2638888888888889,0.0,0.21428571428571427,0.4880952380952381,0.6428571428571429,0.0,0.16666666666666666,0.20000000000000004,0.16666666666666666,0.16666666666666666,0.6428571428571429,1.0759285714811995,1.3200999999753549
bm25_current,question_type:product_specific,18,0.2222222222222222,0.5555555555555556,0.7777777777777778,0.8888888888888888,0.44999999999999996,0.19444444444444445,0.5,0.6666666666666666,0.8055555555555556,0.2222222222222222,0.2037037037037037,0.16666666666666666,0.10555555555555557,0.10555555555555557,0.8055555555555556,0.8388222221482364,1.183225000386301
bm25_current,question_type:temporal,18,0.6111111111111112,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6759259259259259,0.4444444444444444,0.6666666666666666,0.6944444444444444,0.75,0.6111111111111112,0.2962962962962963,0.1888888888888889,0.10555555555555557,0.10555555555555557,0.75,0.9715500000816569,1.5496850002364202
e5_large,diagnostic:colloquial,15,0.6,0.8,0.8,0.9333333333333333,0.7222222222222222,0.5333333333333333,0.7,0.7666666666666667,0.9333333333333333,0.6,0.28888888888888886,0.2,0.12666666666666668,0.12666666666666668,0.9333333333333333,179.10130666647697,219.56741999993028
e5_large,diagnostic:exact_medical_or_product_term,15,0.4666666666666667,0.8,0.8,0.8666666666666667,0.6222222222222222,0.43333333333333335,0.7333333333333333,0.7333333333333333,0.8666666666666667,0.4666666666666667,0.28888888888888886,0.17333333333333334,0.11333333333333334,0.11333333333333334,0.8666666666666667,179.90571999998792,220.49343999970006
e5_large,diagnostic:long_natural_language,3,0.3333333333333333,1.0,1.0,1.0,0.5555555555555555,0.047619047619047616,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.7619047619047619,195.30563333379783,223.600800001077
e5_large,diagnostic:numeric_or_time,11,0.45454545454545453,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6212121212121212,0.4090909090909091,0.7272727272727273,0.7727272727272727,0.8181818181818182,0.45454545454545453,0.303030303030303,0.2,0.10909090909090911,0.10909090909090911,0.8181818181818182,163.74266363626785,207.20975000040198
e5_large,diagnostic:paraphrase,6,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.625,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.2222222222222222,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.8333333333333334,215.31441666653942,270.024774999456
e5_large,diagnostic:procedure,6,0.5,1.0,1.0,1.0,0.7222222222222222,0.19047619047619047,0.6309523809523809,0.7619047619047619,0.8095238095238094,0.5,0.38888888888888884,0.3333333333333333,0.20000000000000004,0.20000000000000004,0.8095238095238094,201.4936857142727,254.22673999973992
e5_large,diagnostic:product_specific,18,0.5555555555555556,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.6990740740740741,0.4444444444444444,0.75,0.8055555555555556,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.21111111111111114,0.12222222222222223,0.12222222222222223,0.8888888888888888,176.57607222210774,219.2466699993929
e5_large,diagnostic:temporal,18,0.5,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6759259259259259,0.4166666666666667,0.8333333333333334,0.8611111111111112,0.8888888888888888,0.5,0.37037037037037035,0.23333333333333334,0.12222222222222223,0.12222222222222223,0.8888888888888888,197.0946111113234,273.4557500009941
e5_large,question_type:adverse_reaction,8,0.875,1.0,1.0,1.0,0.9375,0.4375,0.875,1.0,1.0,0.875,0.5833333333333333,0.4,0.2,0.2,1.0,216.9781125001009,256.8762600003538
e5_large,question_type:fact_specific,10,0.5,0.6,0.7,0.9,0.5953968253968254,0.4,0.6,0.7,0.9,0.5,0.26666666666666666,0.18,0.11000000000000001,0.11000000000000001,0.9,211.2774399997761,273.79376999997476
e5_large,question_type:monitoring,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,0.1,1.0,164.716849999877,197.394364999991
e5_large,question_type:negative_out_of_scope,0,,,,,,,,,,,,,,,,149.91204545433655,202.97000000027765
e5_large,question_type:paraphrase,6,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.625,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.5,0.2222222222222222,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.8333333333333334,215.31441666653942,270.024774999456
e5_large,question_type:preparation,10,0.7,0.7,0.8,1.0,0.7491666666666666,0.6,0.65,0.8,1.0,0.7,0.26666666666666666,0.2,0.12000000000000002,0.12000000000000002,1.0,223.690379999789,302.5799499999721
e5_large,question_type:procedure,6,0.5,1.0,1.0,1.0,0.7222222222222222,0.19047619047619047,0.6309523809523809,0.7619047619047619,0.8095238095238094,0.5,0.38888888888888884,0.3333333333333333,0.20000000000000004,0.20000000000000004,0.8095238095238094,201.4936857142727,254.22673999973992
e5_large,question_type:product_specific,18,0.5555555555555556,0.8333333333333334,0.8888888888888888,0.9444444444444444,0.6990740740740741,0.4444444444444444,0.75,0.8055555555555556,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.21111111111111114,0.12222222222222223,0.12222222222222223,0.8888888888888888,176.57607222210774,219.2466699993929
e5_large,question_type:temporal,18,0.5,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.6759259259259259,0.4166666666666667,0.8333333333333334,0.8611111111111112,0.8888888888888888,0.5,0.37037037037037035,0.23333333333333334,0.12222222222222223,0.12222222222222223,0.8888888888888888,197.0946111113234,273.4557500009941
bm25_e5_rrf,diagnostic:colloquial,15,0.5333333333333333,0.8,0.9333333333333333,0.9333333333333333,0.6855555555555556,0.43333333333333335,0.6666666666666666,0.9,0.9333333333333333,0.5333333333333333,0.26666666666666666,0.24000000000000002,0.12666666666666668,0.12666666666666668,0.9333333333333333,180.10873999986265,220.85206999972797
bm25_e5_rrf,diagnostic:exact_medical_or_product_term,15,0.4666666666666667,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.6077777777777779,0.4,0.6333333333333333,0.7666666666666667,0.8666666666666667,0.4666666666666667,0.24444444444444444,0.18666666666666668,0.11333333333333334,0.11333333333333334,0.8666666666666667,180.9084066665188,221.32339999998294
bm25_e5_rrf,diagnostic:long_natural_language,3,0.3333333333333333,1.0,1.0,1.0,0.611111111111111,0.047619047619047616,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.7619047619047619,196.48343333392404,224.89327000012054
bm25_e5_rrf,diagnostic:numeric_or_time,11,0.6363636363636364,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.5,0.6818181818181818,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.2727272727272727,0.18181818181818182,0.10909090909090911,0.10909090909090911,0.8181818181818182,164.66391818151104,208.3033499998237
bm25_e5_rrf,diagnostic:paraphrase,6,0.5,0.5,0.8333333333333334,0.8333333333333334,0.5750000000000001,0.5,0.5,0.8333333333333334,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.8333333333333334,216.5439999997337,271.1899749990607
bm25_e5_rrf,diagnostic:procedure,6,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.047619047619047616,0.5714285714285714,0.7023809523809524,0.8333333333333334,0.3333333333333333,0.38888888888888884,0.3333333333333333,0.21666666666666667,0.21666666666666667,0.8333333333333334,202.73691428584632,255.66200999892314
bm25_e5_rrf,diagnostic:product_specific,18,0.3888888888888889,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.5944444444444444,0.3055555555555556,0.6666666666666666,0.8611111111111112,0.9444444444444444,0.3888888888888889,0.2962962962962963,0.23333333333333334,0.13333333333333336,0.13333333333333336,0.9444444444444444,177.57627222196484,219.9721999999838
bm25_e5_rrf,diagnostic:temporal,18,0.6111111111111112,0.7777777777777778,0.8333333333333334,0.9444444444444444,0.7204365079365079,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.9444444444444444,0.6111111111111112,0.2962962962962963,0.21111111111111114,0.1277777777777778,0.1277777777777778,0.9444444444444444,198.206827778045,274.2937850003727
bm25_e5_rrf,question_type:adverse_reaction,8,0.875,1.0,1.0,1.0,0.9375,0.4375,0.9375,1.0,1.0,0.875,0.625,0.4,0.2,0.2,1.0,218.12384999998358,258.1502650003131
bm25_e5_rrf,question_type:fact_specific,10,0.4,0.7,0.9,0.9,0.5900000000000001,0.35,0.7,0.9,0.9,0.4,0.3,0.22000000000000003,0.11000000000000001,0.11000000000000001,0.9,212.441459999809,274.7485399996549
bm25_e5_rrf,question_type:monitoring,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,0.1,1.0,165.91829999924812,198.86279999946055
bm25_e5_rrf,question_type:negative_out_of_scope,0,,,,,,,,,,,,,,,,150.92962727257228,204.85175000021627
bm25_e5_rrf,question_type:paraphrase,6,0.5,0.5,0.8333333333333334,0.8333333333333334,0.5750000000000001,0.5,0.5,0.8333333333333334,0.8333333333333334,0.5,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.8333333333333334,216.5439999997337,271.1899749990607
bm25_e5_rrf,question_type:preparation,10,0.4,0.8,1.0,1.0,0.6283333333333333,0.35,0.75,0.95,1.0,0.4,0.3,0.22000000000000003,0.12000000000000002,0.12000000000000002,1.0,224.9572600000647,304.1377350003586
bm25_e5_rrf,question_type:procedure,6,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.047619047619047616,0.5714285714285714,0.7023809523809524,0.8333333333333334,0.3333333333333333,0.38888888888888884,0.3333333333333333,0.21666666666666667,0.21666666666666667,0.8333333333333334,202.73691428584632,255.66200999892314
bm25_e5_rrf,question_type:product_specific,18,0.3888888888888889,0.7777777777777778,0.9444444444444444,0.9444444444444444,0.5944444444444444,0.3055555555555556,0.6666666666666666,0.8611111111111112,0.9444444444444444,0.3888888888888889,0.2962962962962963,0.23333333333333334,0.13333333333333336,0.13333333333333336,0.9444444444444444,177.57627222196484,219.9721999999838
bm25_e5_rrf,question_type:temporal,18,0.6111111111111112,0.7777777777777778,0.8333333333333334,0.9444444444444444,0.7204365079365079,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.9444444444444444,0.6111111111111112,0.2962962962962963,0.21111111111111114,0.1277777777777778,0.1277777777777778,0.9444444444444444,198.206827778045,274.2937850003727
bm25_e5_rrf_rerank,diagnostic:colloquial,15,0.4,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.586111111111111,0.3,0.7333333333333333,0.7666666666666667,0.8666666666666667,0.4,0.28888888888888886,0.18666666666666668,0.11333333333333334,0.11333333333333334,0.8666666666666667,249.6142666665643,301.6987299999528
bm25_e5_rrf_rerank,diagnostic:exact_medical_or_product_term,15,0.3333333333333333,0.7333333333333333,0.8,0.8666666666666667,0.525,0.26666666666666666,0.6333333333333333,0.7,0.8333333333333334,0.3333333333333333,0.24444444444444444,0.16000000000000003,0.10666666666666667,0.10666666666666667,0.8333333333333334,246.22428666643827,303.6851199998637
bm25_e5_rrf_rerank,diagnostic:long_natural_language,3,0.0,0.6666666666666666,1.0,1.0,0.3611111111111111,0.0,0.6666666666666666,0.7142857142857143,0.7619047619047619,0.0,0.2222222222222222,0.20000000000000004,0.13333333333333333,0.13333333333333333,0.7619047619047619,274.5926000003844,300.4675099996348
bm25_e5_rrf_rerank,diagnostic:numeric_or_time,11,0.2727272727272727,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.4848484848484848,0.13636363636363635,0.6818181818181818,0.7272727272727273,0.8181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.10909090909090911,0.10909090909090911,0.8181818181818182,222.7597181814748,265.7867999996597
bm25_e5_rrf_rerank,diagnostic:paraphrase,6,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4222222222222222,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.6666666666666666,285.80579999985883,325.4011749993424
bm25_e5_rrf_rerank,diagnostic:procedure,6,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.22777777777777777,0.0,0.25,0.38095238095238093,0.5357142857142857,0.0,0.1111111111111111,0.16666666666666666,0.15,0.15,0.5357142857142857,293.6805142860197,349.32705999935934
bm25_e5_rrf_rerank,diagnostic:product_specific,18,0.4444444444444444,0.6666666666666666,0.8333333333333334,0.9444444444444444,0.6013888888888889,0.3611111111111111,0.5555555555555556,0.6944444444444444,0.8611111111111112,0.4444444444444444,0.24074074074074073,0.17777777777777778,0.11666666666666667,0.11666666666666667,0.8611111111111112,256.19027222203135,334.7556750005876
bm25_e5_rrf_rerank,diagnostic:temporal,18,0.3333333333333333,0.7777777777777778,0.8333333333333334,0.9444444444444444,0.5427469135802468,0.2222222222222222,0.6666666666666666,0.7777777777777778,0.9444444444444444,0.3333333333333333,0.2962962962962963,0.21111111111111114,0.1277777777777778,0.1277777777777778,0.9444444444444444,263.59779444459895,354.4339850004235
bm25_e5_rrf_rerank,question_type:adverse_reaction,8,0.625,1.0,1.0,1.0,0.7916666666666666,0.3125,0.8125,0.9375,1.0,0.625,0.5416666666666666,0.375,0.2,0.2,1.0,287.2172499999124,334.4425199999023
bm25_e5_rrf_rerank,question_type:fact_specific,10,0.3,0.8,0.9,0.9,0.5533333333333333,0.25,0.8,0.9,0.9,0.3,0.3333333333333333,0.22000000000000003,0.11000000000000001,0.11000000000000001,0.9,302.801239999917,361.29901499966763
bm25_e5_rrf_rerank,question_type:monitoring,2,0.0,0.5,1.0,1.0,0.29166666666666663,0.0,0.5,1.0,1.0,0.0,0.16666666666666666,0.2,0.1,0.1,1.0,243.2577499994295,291.15885499995784
bm25_e5_rrf_rerank,question_type:negative_out_of_scope,0,,,,,,,,,,,,,,,,191.9717909088583,256.6854000001513
bm25_e5_rrf_rerank,question_type:paraphrase,6,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4222222222222222,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.6666666666666666,285.80579999985883,325.4011749993424
bm25_e5_rrf_rerank,question_type:preparation,10,0.1,0.6,0.7,0.9,0.3491666666666667,0.05,0.6,0.65,0.9,0.1,0.2333333333333333,0.16,0.11000000000000001,0.11000000000000001,0.9,309.52700000016193,408.7883250003415
bm25_e5_rrf_rerank,question_type:procedure,6,0.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.22777777777777777,0.0,0.25,0.38095238095238093,0.5357142857142857,0.0,0.1111111111111111,0.16666666666666666,0.15,0.15,0.5357142857142857,293.6805142860197,349.32705999935934
bm25_e5_rrf_rerank,question_type:product_specific,18,0.4444444444444444,0.6666666666666666,0.8333333333333334,0.9444444444444444,0.6013888888888889,0.3611111111111111,0.5555555555555556,0.6944444444444444,0.8611111111111112,0.4444444444444444,0.24074074074074073,0.17777777777777778,0.11666666666666667,0.11666666666666667,0.8611111111111112,256.19027222203135,334.7556750005876
bm25_e5_rrf_rerank,question_type:temporal,18,0.3333333333333333,0.7777777777777778,0.8333333333333334,0.9444444444444444,0.5427469135802468,0.2222222222222222,0.6666666666666666,0.7777777777777778,0.9444444444444444,0.3333333333333333,0.2962962962962963,0.21111111111111114,0.1277777777777778,0.1277777777777778,0.9444444444444444,263.59779444459895,354.4339850004235
bm25_selective_e5,diagnostic:colloquial,15,0.4,0.6666666666666666,0.8,0.8666666666666667,0.5666666666666667,0.3,0.5666666666666667,0.7333333333333333,0.8333333333333334,0.4,0.2222222222222222,0.18666666666666668,0.10666666666666667,0.10666666666666667,0.8333333333333334,59.52143333330847,191.76234000024118
bm25_selective_e5,diagnostic:exact_medical_or_product_term,15,0.4,0.5333333333333333,0.6666666666666666,0.8,0.5033333333333333,0.3333333333333333,0.4666666666666667,0.5666666666666667,0.7333333333333333,0.4,0.17777777777777776,0.13333333333333333,0.08666666666666667,0.08666666666666667,0.7333333333333333,0.8398466665918628,1.1466299997664464
bm25_selective_e5,diagnostic:long_natural_language,3,0.0,0.6666666666666666,1.0,1.0,0.3611111111111111,0.0,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.0,0.2222222222222222,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.7142857142857143,54.54590000014529,145.50870000030045
bm25_selective_e5,diagnostic:numeric_or_time,11,0.5454545454545454,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.6393939393939394,0.4090909090909091,0.5909090909090909,0.6818181818181818,0.7727272727272727,0.5454545454545454,0.2424242424242424,0.16363636363636364,0.1,0.1,0.7727272727272727,0.7813999998854176,1.0893500002566725
bm25_selective_e5,diagnostic:paraphrase,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.37777777777777777,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.6666666666666666,65.06408333325453,194.26764999957413
bm25_selective_e5,diagnostic:procedure,6,0.16666666666666666,0.8333333333333334,1.0,1.0,0.5416666666666666,0.023809523809523808,0.5476190476190476,0.6785714285714285,0.8095238095238094,0.16666666666666666,0.3333333333333333,0.3,0.19999999999999998,0.19999999999999998,0.8095238095238094,174.26202857145003,255.66200999892314
bm25_selective_e5,diagnostic:product_specific,18,0.2777777777777778,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.5101851851851852,0.2222222222222222,0.5833333333333334,0.7222222222222222,0.8333333333333334,0.2777777777777778,0.24074074074074073,0.1888888888888889,0.1111111111111111,0.1111111111111111,0.8333333333333334,41.58222222198068,168.28109499861057
bm25_selective_e5,diagnostic:temporal,18,0.6111111111111112,0.7777777777777778,0.8333333333333334,0.8888888888888888,0.694973544973545,0.4444444444444444,0.6666666666666666,0.75,0.8611111111111112,0.6111111111111112,0.2962962962962963,0.2,0.11666666666666667,0.11666666666666667,0.8611111111111112,46.78798888911236,212.91559000023878
bm25_selective_e5,question_type:adverse_reaction,8,0.625,1.0,1.0,1.0,0.8125,0.3125,0.8125,1.0,1.0,0.625,0.5416666666666666,0.4,0.2,0.2,1.0,115.55620000001454,255.76645000051028
bm25_selective_e5,question_type:fact_specific,10,0.4,0.8,0.9,0.9,0.625,0.4,0.75,0.9,0.9,0.4,0.3,0.22000000000000003,0.11000000000000001,0.11000000000000001,0.9,42.275449999851844,213.62124499901242
bm25_selective_e5,question_type:monitoring,2,0.5,0.5,1.0,1.0,0.6,0.5,0.5,1.0,1.0,0.5,0.16666666666666666,0.2,0.1,0.1,1.0,101.66484999945169,192.4374549994809
bm25_selective_e5,question_type:negative_out_of_scope,0,,,,,,,,,,,,,,,,134.94830909067704,204.85175000021627
bm25_selective_e5,question_type:paraphrase,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.37777777777777777,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.6666666666666666,65.06408333325453,194.26764999957413
bm25_selective_e5,question_type:preparation,10,0.3,0.8,1.0,1.0,0.5616666666666666,0.3,0.7,0.95,1.0,0.3,0.26666666666666666,0.22000000000000003,0.12000000000000002,0.12000000000000002,1.0,137.77475000006234,304.1377350003586
bm25_selective_e5,question_type:procedure,6,0.16666666666666666,0.8333333333333334,1.0,1.0,0.5416666666666666,0.023809523809523808,0.5476190476190476,0.6785714285714285,0.8095238095238094,0.16666666666666666,0.3333333333333333,0.3,0.19999999999999998,0.19999999999999998,0.8095238095238094,174.26202857145003,255.66200999892314
bm25_selective_e5,question_type:product_specific,18,0.2777777777777778,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.5101851851851852,0.2222222222222222,0.5833333333333334,0.7222222222222222,0.8333333333333334,0.2777777777777778,0.24074074074074073,0.1888888888888889,0.1111111111111111,0.1111111111111111,0.8333333333333334,41.58222222198068,168.28109499861057
bm25_selective_e5,question_type:temporal,18,0.6111111111111112,0.7777777777777778,0.8333333333333334,0.8888888888888888,0.694973544973545,0.4444444444444444,0.6666666666666666,0.75,0.8611111111111112,0.6111111111111112,0.2962962962962963,0.2,0.11666666666666667,0.11666666666666667,0.8611111111111112,46.78798888911236,212.91559000023878
