dataset_id,case_id,question_type,question,needs_human_review,reference_context_ids,retrieved_context_ids,retrieval_latency_ms,hit_at_1,hit_at_3,hit_at_5,hit_at_10,mrr,recall_at_1,recall_at_3,recall_at_5,recall_at_10,precision_at_1,precision_at_3,precision_at_5,precision_at_10,ragas_id_context_precision,ragas_id_context_recall
transfusion-retrieval-v1,TF019,consent,여러 혈액제제를 동시에 또는 순차 수혈할 때 동의서는 어떻게 받나요?,False,d3b7d61b-50f0-4b96-a770-785a9f3c3886,d3b7d61b-50f0-4b96-a770-785a9f3c3886|66dba192-bac5-4b3a-bd4d-77e9eacb4192|70b95f72-95ec-43b5-b76f-657518103256|59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|eda54b74-cd2f-4808-8175-bcc5b916ce90|fbf62ef9-25b7-437c-98d8-c4934fba0fe6|0a4f11c7-39e8-41fe-bd14-48456671f531|dfb2693a-e821-4d6e-bbcc-0dbf3dc2a2ae|a3d42ca5-54b5-4b8d-be4e-79337aaab880|f9eb1471-4566-4c09-a18e-9f3d84a47e9c,40.26310000153899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.1,0.1,1.0
transfusion-retrieval-v1,TF020,consent,응급실에서 받은 수혈 동의서는 언제까지 유효한가요?,False,0a4f11c7-39e8-41fe-bd14-48456671f531|70b95f72-95ec-43b5-b76f-657518103256,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|fb4884e3-8fea-42fa-b996-7e9c333e7fef|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|756d12b3-7bab-48b3-86c9-f2911e308f0e,14.50010000007751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF021,pretransfusion_testing,수혈 전 검사의 목적은 무엇인가요?,False,73735f01-c9d0-4dd5-8d46-c70045e4b334,16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|761b9529-5b18-4262-8174-6062c35fb31c|602c933f-0b8f-4533-87a5-f27ecd5f2af9|fb4884e3-8fea-42fa-b996-7e9c333e7fef|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|635840ee-2aa9-43b0-86b4-74229536c495|756d12b3-7bab-48b3-86c9-f2911e308f0e,7.195000000137952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF022,pretransfusion_testing,수혈 전 검체 채취와 환자 확인은 두 명이 어떻게 확인하나요?,False,73735f01-c9d0-4dd5-8d46-c70045e4b334|6ffcd319-e868-444b-b6fe-8d192a4de3ff,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|fb4884e3-8fea-42fa-b996-7e9c333e7fef|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|635840ee-2aa9-43b0-86b4-74229536c495|cf1adf23-d1e1-4e53-990c-b241ad636d39|756d12b3-7bab-48b3-86c9-f2911e308f0e|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,11.30139999986568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF023,pretransfusion_testing,비예기항체 선별검사의 유효기간은 얼마인가요?,True,c404e320-0bf2-4325-be92-7a0614f201ca,16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|602c933f-0b8f-4533-87a5-f27ecd5f2af9|10537058-d160-4786-a6cf-95de46d7189c|919e93ca-fed9-4dde-b9b8-f870e207a3f3|4797ba3b-c3d9-4d11-be5f-86db44dbda83|b0d368a1-d0fc-4b8b-8567-e190cf462986|b66e5419-8a9c-47f4-866d-ebdb95b174b2|8f3ed830-3a06-41c6-8b06-cfcf6d36a83c,11.012300001311814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF024,pretransfusion_testing,교차시험은 얼마나 자주 시행하나요?,True,c404e320-0bf2-4325-be92-7a0614f201ca,16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,9.2664000003424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF025,pretransfusion_testing,비예기항체 선별검사가 양성이면 어떤 검사를 하나요?,False,b0d368a1-d0fc-4b8b-8567-e190cf462986|919e93ca-fed9-4dde-b9b8-f870e207a3f3,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|cf1adf23-d1e1-4e53-990c-b241ad636d39,11.679900000672205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF026,pretransfusion_testing,Rh 음성 검사 결과는 어떻게 확인하나요?,False,b7876bcb-b1d0-409a-831d-45e59e35a44e,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|fb4884e3-8fea-42fa-b996-7e9c333e7fef|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|756d12b3-7bab-48b3-86c9-f2911e308f0e,9.445300000152201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF027,request_receipt,혈액제제 요청부터 수령까지 절차를 알려줘,True,21d38039-895b-46a4-8902-96e380ce41aa|b8c70ff9-e1b2-40ce-9a0a-f65a53899d13,16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|66dba192-bac5-4b3a-bd4d-77e9eacb4192|4797ba3b-c3d9-4d11-be5f-86db44dbda83|761b9529-5b18-4262-8174-6062c35fb31c|8f3ed830-3a06-41c6-8b06-cfcf6d36a83c|59d57c8a-c9d7-4f8d-b9a1-a2816f1f01f7|cfff9bf0-05e4-4179-a793-f3c705d04812|602c933f-0b8f-4533-87a5-f27ecd5f2af9|d9a4a9c8-fbd4-41f2-bab6-6abd72575204,17.09819999814499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF028,request_receipt,혈액제제를 수령할 때 무엇을 확인해야 하나요?,False,eda54b74-cd2f-4808-8175-bcc5b916ce90,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|fb4884e3-8fea-42fa-b996-7e9c333e7fef|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|cf1adf23-d1e1-4e53-990c-b241ad636d39|756d12b3-7bab-48b3-86c9-f2911e308f0e|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,12.179299999843352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF029,verification,수혈 직전 침상에서 환자를 어떻게 확인하나요?,False,36bac780-b1a2-42dc-8cca-3605f80c5521,63cb7040-3526-4f6f-9f88-e295bbe5edaf|eeb8db46-f757-41f1-9ca5-c022f3d4ea3e|17e22a4e-78d9-4607-b75b-151e52cc4d20|fbb0340e-b19d-43c3-a23a-5ee07899e8cd|e4892114-b8eb-4f39-a7c4-427217039236|9c5f18b5-9491-4cb2-9eba-9a0d2462f8bb|635840ee-2aa9-43b0-86b4-74229536c495|cf1adf23-d1e1-4e53-990c-b241ad636d39|756d12b3-7bab-48b3-86c9-f2911e308f0e|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,9.297399999923073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF030,verification,농축적혈구 수혈 전 점검은 언제 하나요?,False,7e5199d4-e5c9-40ca-a69f-ea37f52c6ce3,63cb7040-3526-4f6f-9f88-e295bbe5edaf|16efaa44-1554-4748-8407-48fac0bced94|fb4884e3-8fea-42fa-b996-7e9c333e7fef|17e22a4e-78d9-4607-b75b-151e52cc4d20|e4892114-b8eb-4f39-a7c4-427217039236|c141d593-8af3-43e4-b0a9-f60c7c49da12|635840ee-2aa9-43b0-86b4-74229536c495|cf1adf23-d1e1-4e53-990c-b241ad636d39|756d12b3-7bab-48b3-86c9-f2911e308f0e|e9ad4f9e-f150-4d2b-b7cd-20a8a3327864,11.128300000564195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transfusion-retrieval-v1,TF031,administration,수혈 시작 전 설명과 수혈세트 연결 절차는?,False,5de4d74d-720e-4d86-a836-f946d70a2d32,16efaa44-1554-4748-8407-48fac0bced94|63cb7040-3526-4f6f-9f88-e295bbe5edaf|d9a4a9c8-fbd4-41f2-bab6-6abd72575204|10537058-d160-4786-a6cf-95de46d7189c|602c933f-0b8f-4533-87a5-f27ecd5f2af9|eda54b74-cd2f-4808-8175-bcc5b916ce90|b225ae64-72d2-4e59-81c0-57f5d8438666|8f3ed830-3a06-41c6-8b06-cfcf6d36a83c|3abbb958-eafe-4ffe-bcfc-dafa7349c15c|761b9529-5b18-4262-8174-6062c35fb31c,9.765599999809638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
